----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 2196.75,  768,     8.15,     2.74,   -12.44,     0.65,      0.4,     0.85

 2203.35,  768,     6.53,      8.2,   -17.44,     1.43,      0.9,     0.41

 2209.98,  768,     4.48,    15.64,   -22.50,     1.60,     0.13,     0.22

 2216.66,  768,    -4.93,    12.77,   -21.75,      1.7,      0.8,     0.68

 2223.28,  768,     -7.1,     8.33,   -16.83,     0.17,      0.1,     0.92

 2229.79,  768,    -6.52,    -9.18,     0.77,    -1.13,     0.12,     0.68

 2236.37,  768,    -4.25,   -12.72,     2.90,    -1.59,     0.12,     0.12

